Date,Q-P1,Q-P2,Q-P3,Q-P4,S-P1,S-P2,S-P3,S-P4,Total_Sales
2014-01-06,3060,1087,1704,293,9700.2,6891.58,9235.68,2089.09,27916.55
2014-01-07,4095,3980,3550,1094,12981.15,25233.2,19241.0,7800.22,65255.57
2014-01-08,3908,2742,2943,1920,12388.36,17384.28,15951.06,13689.6,59413.299999999996
2014-01-09,5566,1479,346,727,17644.22,9376.86,1875.32,5183.51,34079.91
2014-01-10,4557,3804,4909,434,14445.69,24117.36,26606.78,3094.42,68264.25
2014-01-11,6681,2557,4593,897,21178.77,16211.38,24894.06,6395.61,68679.82
2014-01-12,7778,2576,4692,448,24656.26,16331.84,25430.64,3194.24,69612.98
2014-01-13,515,3922,2076,678,1632.55,24865.48,11251.92,4834.14,42584.09
2014-01-14,2733,569,678,734,8663.61,3607.46,3674.76,5233.42,21179.25
2014-01-15,5667,2785,4610,1096,17964.39,17656.9,24986.2,7814.48,68421.97
2014-01-16,370,2222,5595,521,1172.9,14087.48,30324.9,3714.73,49300.01
2014-01-17,3037,3900,4931,1292,9627.29,24726.0,26726.02,9211.96,70291.26999999999
2014-01-18,5167,1698,4638,429,16379.39,10765.32,25137.96,3058.77,55341.439999999995
2014-01-19,5692,2541,373,1078,18043.64,16109.94,2021.66,7686.14,43861.380000000005
2014-01-20,4420,2994,683,1622,14011.4,18981.96,3701.86,11564.86,48260.08
2014-01-21,7581,2262,323,418,24031.77,14341.08,1750.66,2980.34,43103.850000000006
2014-01-22,7032,2810,3379,677,22291.44,17815.4,18314.18,4827.01,63248.03
2014-01-23,521,1393,2421,1534,1651.57,8831.62,13121.82,10937.42,34542.43
2014-01-24,7775,3602,358,1925,24646.75,22836.68,1940.36,13725.25,63149.04
2014-01-25,7546,3939,3885,1202,23920.82,24973.26,21056.7,8570.26,78521.04
2014-01-26,4248,1782,4128,315,13466.16,11297.88,22373.76,2245.95,49383.75
2014-01-27,6135,871,1313,1403,19447.95,5522.14,7116.46,10003.39,42089.94
2014-01-28,2536,2076,781,1375,8039.12,13161.84,4233.02,9803.75,35237.729999999996
2014-01-29,3869,1464,4182,609,12264.73,9281.76,22666.44,4342.17,48555.09999999999
2014-01-30,7603,2729,4276,373,24101.51,17301.86,23175.92,2659.49,67238.78
2014-01-31,2668,1876,5370,1237,8457.56,11893.84,29105.4,8819.81,58276.61
2014-02-01,4106,3334,5993,1027,13016.02,21137.56,32482.06,7322.51,73958.15
2014-02-02,3109,3957,513,423,9855.53,25087.38,2780.46,3015.99,40739.36
2014-02-03,4347,2030,258,1757,13779.99,12870.2,1398.36,12527.41,40575.96000000001
2014-02-04,7631,1031,3724,1848,24190.27,6536.54,20184.08,13176.24,64087.13
2014-02-05,2518,3512,3613,568,7982.06,22266.08,19582.46,4049.84,53880.44
2014-02-06,5661,252,3988,1141,17945.37,1597.68,21614.96,8135.33,49293.34
2014-02-07,5164,2285,4675,629,16369.88,14486.9,25338.5,4484.77,60680.05
2014-02-08,5246,3355,1335,1384,16629.82,21270.7,7235.7,9867.92,55004.14
2014-02-09,2138,3630,2146,1832,6777.46,23014.2,11631.32,13062.16,54485.14
2014-02-10,1725,265,3996,1920,5468.25,1680.1,21658.32,13689.6,42496.27
2014-02-11,778,1473,2996,968,2466.26,9338.82,16238.32,6901.84,34945.240000000005
2014-02-12,6107,3283,5458,1838,19359.19,20814.22,29582.36,13104.94,82860.71
2014-02-13,4970,3627,2395,1087,15754.9,22995.18,12980.9,7750.31,59481.29
2014-02-14,553,849,348,319,1753.01,5382.66,1886.16,2274.47,11296.3
2014-02-15,6771,3615,3368,812,21464.07,22919.1,18254.56,5789.56,68427.29
2014-02-16,4546,2377,420,1035,14410.82,15070.18,2276.4,7379.55,39136.950000000004
2014-02-17,1824,3121,2118,1195,5782.08,19787.14,11479.56,8520.35,45569.13
2014-02-18,4734,3132,5504,1074,15006.78,19856.88,29831.68,7657.62,72352.96
2014-02-19,6931,344,2887,475,21971.27,2180.96,15647.54,3386.75,43186.520000000004
2014-02-20,7098,1712,4936,432,22500.66,10854.08,26753.12,3080.16,63188.020000000004
2014-02-21,7592,2237,1370,567,24066.64,14182.58,7425.4,4042.71,49717.33
2014-02-22,5393,3782,3655,1752,17095.81,23977.88,19810.1,12491.76,73375.55
2014-02-23,1101,1855,1211,887,3490.17,11760.7,6563.62,6324.31,28138.800000000003
2014-02-24,744,2974,3154,713,2358.48,18855.16,17094.68,5083.69,43392.01
2014-02-25,6763,3040,959,963,21438.71,19273.6,5197.78,6866.19,52776.28
2014-02-26,5349,583,2110,336,16956.33,3696.22,11436.2,2395.68,34484.43
2014-02-27,3219,2826,4026,1402,10204.23,17916.84,21820.92,9996.26,59938.25
2014-02-28,4065,1414,4272,526,12886.05,8964.76,23154.24,3750.38,48755.43
2014-03-01,6653,3537,1829,1482,21090.01,22424.58,9913.18,10566.66,63994.42999999999
2014-03-02,2357,3234,1781,1716,7471.69,20503.56,9653.02,12235.08,49863.350000000006
2014-03-03,3283,644,1448,1087,10407.11,4082.96,7848.16,7750.31,30088.54
2014-03-04,5506,2056,553,1523,17454.02,13035.04,2997.26,10858.99,44345.31
2014-03-05,690,898,5389,1420,2187.3,5693.32,29208.38,10124.6,47213.6
2014-03-06,5836,3786,675,837,18500.12,24003.24,3658.5,5967.81,52129.67
2014-03-07,7147,2720,5391,835,22655.99,17244.8,29219.22,5953.55,75073.56000000001
2014-03-08,7850,2454,2271,311,24884.5,15558.36,12308.82,2217.43,54969.11
2014-03-09,906,253,400,1535,2872.02,1604.02,2168.0,10944.55,17588.59
2014-03-10,6875,1230,3747,1335,21793.75,7798.2,20308.74,9518.55,59419.240000000005
2014-03-11,4137,2911,3833,1063,13114.29,18455.74,20774.86,7579.19,59924.08
2014-03-12,708,2825,2444,811,2244.36,17910.5,13246.48,5782.43,39183.77
2014-03-13,7927,3296,5801,1255,25128.59,20896.64,31441.42,8948.15,86414.79999999999
2014-03-14,1469,1529,5606,1882,4656.73,9693.86,30384.52,13418.66,58153.770000000004
2014-03-15,3534,3512,4489,1524,11202.78,22266.08,24330.38,10866.12,68665.36
2014-03-16,6911,1397,1554,590,21907.87,8856.98,8422.68,4206.7,43394.229999999996
2014-03-17,3066,3488,3132,1220,9719.22,22113.92,16975.44,8698.6,57507.18
2014-03-18,6479,1324,617,1800,20538.43,8394.16,3344.14,12834.0,45110.729999999996
2014-03-19,1748,2951,5224,682,5541.16,18709.34,28314.08,4862.66,57427.240000000005
2014-03-20,6427,2900,3316,1020,20373.59,18386.0,17972.72,7272.6,64004.909999999996
2014-03-21,5886,866,5015,337,18658.62,5490.44,27181.3,2402.81,53733.17
2014-03-22,4906,2877,4057,1790,15552.02,18240.18,21988.94,12762.7,68543.84
2014-03-23,2110,3106,2179,1385,6688.7,19692.04,11810.18,9875.05,48065.97
2014-03-24,1245,2970,667,519,3946.65,18829.8,3615.14,3700.47,30092.06
2014-03-25,5129,3257,1112,1610,16258.93,20649.38,6027.04,11479.3,54414.649999999994
2014-03-26,800,1048,4335,406,2536.0,6644.32,23495.7,2894.78,35570.8
2014-03-27,6949,2322,4624,1144,22028.33,14721.48,25062.08,8156.72,69968.61
2014-03-28,4540,457,3510,292,14391.8,2897.38,19024.2,2081.96,38395.340000000004
2014-03-29,7250,3045,1602,1446,22982.5,19305.3,8682.84,10309.98,61280.619999999995
2014-03-30,3561,3471,1201,784,11288.37,22006.14,6509.42,5589.92,45393.85
2014-03-31,3894,1151,1070,1572,12343.98,7297.34,5799.4,11208.36,36649.08
2014-04-01,7069,2642,5606,870,22408.73,16750.28,30384.52,6203.1,75746.63
2014-04-02,3293,2404,1161,495,10438.81,15241.36,6292.62,3529.35,35502.14
2014-04-03,2130,3477,1930,1380,6752.1,22044.18,10460.6,9839.4,49096.28
2014-04-04,7850,3738,1935,871,24884.5,23698.92,10487.7,6210.23,65281.34999999999
2014-04-05,1481,2796,2914,302,4694.77,17726.64,15793.88,2153.26,40368.55
2014-04-06,7726,3233,4334,329,24491.42,20497.22,23490.28,2345.77,70824.69
2014-04-07,4889,1004,5797,920,15498.13,6365.36,31419.74,6559.6,59842.829999999994
2014-04-08,2626,3429,4221,393,8324.42,21739.86,22877.82,2802.09,55744.19
2014-04-09,2058,1765,2697,851,6523.86,11190.1,14617.74,6067.63,38399.329999999994
2014-04-10,1022,1265,2386,540,3239.74,8020.1,12932.12,3850.2,28042.16
2014-04-11,2730,3549,5920,1936,8654.1,22500.66,32086.4,13803.68,77044.84
2014-04-12,6051,870,378,922,19181.67,5515.8,2048.76,6573.86,33320.09
2014-04-13,3055,2061,4203,831,9684.35,13066.74,22780.26,5925.03,51456.38
2014-04-14,1241,796,1519,1323,3933.97,5046.64,8232.98,9432.99,26646.58
2014-04-15,1300,3949,484,564,4121.0,25036.66,2623.28,4021.32,35802.26
2014-04-16,4455,1564,5214,306,14122.35,9915.76,28259.88,2181.78,54479.770000000004
2014-04-17,3033,3824,3394,757,9614.61,24244.16,18395.48,5397.41,57651.66
2014-04-18,7034,782,1362,597,22297.78,4957.88,7382.04,4256.61,38894.31
2014-04-19,1517,1881,528,858,4808.89,11925.54,2861.76,6117.54,25713.730000000003
2014-04-20,6072,3636,1703,1124,19248.24,23052.24,9230.26,8014.12,59544.86000000001
2014-04-21,2402,1165,4130,1812,7614.34,7386.1,22384.6,12919.56,50304.6
2014-04-22,6728,3170,3251,1910,21327.76,20097.8,17620.42,13618.3,72664.28
2014-04-23,5107,574,3526,1800,16189.19,3639.16,19110.92,12834.0,51773.27
2014-04-24,1439,2781,4060,485,4561.63,17631.54,22005.2,3458.05,47656.420000000006
2014-04-25,5889,3490,4491,1139,18668.13,22126.6,24341.22,8121.07,73257.01999999999
2014-04-26,3196,2637,2093,843,10131.32,16718.58,11344.06,6010.59,44204.55
2014-04-27,588,1215,2246,318,1863.96,7703.1,12173.32,2267.34,24007.72
2014-04-28,560,3210,586,877,1775.2,20351.4,3176.12,6253.01,31555.730000000003
2014-04-29,2202,3294,3478,698,6980.34,20883.96,18850.76,4976.74,51691.799999999996
2014-04-30,6735,3996,2771,1044,21349.95,25334.64,15018.82,7443.72,69147.12999999999
2014-05-01,624,3344,3217,400,1978.08,21200.96,17436.14,2852.0,43467.18
2014-05-02,1074,2790,5425,739,3404.58,17688.6,29403.5,5269.07,55765.75
2014-05-03,2551,1666,5289,1904,8086.67,10562.44,28666.38,13575.52,60891.01000000001
2014-05-04,5319,3249,5400,1230,16861.23,20598.66,29268.0,8769.9,75497.79
2014-05-05,6601,361,3458,1984,20925.17,2288.74,18742.36,14145.92,56102.189999999995
2014-05-06,2660,2942,2039,470,8432.2,18652.28,11051.38,3351.1,41486.96
2014-05-07,441,1999,4060,887,1397.97,12673.66,22005.2,6324.31,42401.14
2014-05-08,4528,952,3472,1069,14353.76,6035.68,18818.24,7621.97,46829.65000000001
2014-05-09,7094,2661,5062,622,22487.98,16870.74,27436.04,4434.86,71229.62000000001
2014-05-10,3358,3882,1771,1081,10644.86,24611.88,9598.82,7707.53,52563.090000000004
2014-05-11,2971,1327,2347,957,9418.07,8413.18,12720.74,6823.41,37375.399999999994
2014-05-12,3613,818,4054,1419,11453.21,5186.12,21972.68,10117.47,48729.479999999996
2014-05-13,2931,3059,4274,1844,9291.27,19394.06,23165.08,13147.72,64998.130000000005
2014-05-14,803,2740,4290,1953,2545.51,17371.6,23251.8,13924.89,57093.8
2014-05-15,3857,824,2915,677,12226.69,5224.16,15799.3,4827.01,38077.159999999996
2014-05-16,1162,3909,482,1940,3683.54,24783.06,2612.44,13832.2,44911.240000000005
2014-05-17,3346,899,5179,1709,10606.82,5699.66,28070.18,12185.17,56561.83
2014-05-18,7881,500,5110,774,24982.77,3170.0,27696.2,5518.62,61367.590000000004
2014-05-19,1630,915,3187,1139,5167.1,5801.1,17273.54,8121.07,36362.81
2014-05-20,1962,1491,2333,362,6219.54,9452.94,12644.86,2581.06,30898.4
2014-05-21,6680,2898,4499,993,21175.6,18373.32,24384.58,7080.09,71013.59
2014-05-22,4369,2900,4146,1154,13849.73,18386.0,22471.32,8228.02,62935.07000000001
2014-05-23,4424,2560,4501,1030,14024.08,16230.4,24395.42,7343.9,61993.799999999996
2014-05-24,2791,1572,843,1478,8847.47,9966.48,4569.06,10538.14,33921.149999999994
2014-05-25,5742,2343,4147,963,18202.14,14854.62,22476.74,6866.19,62399.69
2014-05-26,3785,3701,3638,1589,11998.45,23464.34,19717.96,11329.57,66510.32
2014-05-27,4598,3672,918,1172,14575.66,23280.48,4975.56,8356.36,51188.06
2014-05-28,2261,3967,1483,639,7167.37,25150.78,8037.86,4556.07,44912.079999999994
2014-05-29,6403,938,2755,1661,20297.51,5946.92,14932.1,11842.93,53019.46
2014-05-30,7404,2905,4171,1768,23470.68,18417.7,22606.82,12605.84,77101.04000000001
2014-05-31,6919,2417,3261,287,21933.23,15323.78,17674.62,2046.31,56977.94
2014-06-01,1448,3148,1597,871,4590.16,19958.32,8655.74,6210.23,39414.45
2014-06-02,3158,1437,4626,1643,10010.86,9110.58,25072.92,11714.59,55908.95
2014-06-03,6288,546,2032,438,19932.96,3461.64,11013.44,3122.94,37530.98
2014-06-04,2384,455,5069,1867,7557.28,2884.7,27473.98,13311.71,51227.67
2014-06-05,3114,3649,4192,979,9871.38,23134.66,22720.64,6980.27,62706.95
2014-06-06,6418,678,502,729,20345.06,4298.52,2720.84,5197.77,32562.190000000002
2014-06-07,7449,1443,1061,270,23613.33,9148.62,5750.62,1925.1,40437.670000000006
2014-06-08,6179,1809,4584,656,19587.43,11469.06,24845.28,4677.28,60579.049999999996
2014-06-09,5541,3479,1752,1211,17564.97,22056.86,9495.84,8634.43,57752.1
2014-06-10,5515,3317,382,522,17482.55,21029.78,2070.44,3721.86,44304.630000000005
2014-06-11,5029,844,4135,1186,15941.93,5350.96,22411.7,8456.18,52160.77
2014-06-12,1891,3048,5097,1146,5994.47,19324.32,27625.74,8170.98,61115.509999999995
2014-06-13,4827,1731,868,1991,15301.59,10974.54,4704.56,14195.83,45176.520000000004
2014-06-14,6363,3030,2833,932,20170.71,19210.2,15354.86,6645.16,61380.93000000001
2014-06-15,2513,1287,2957,1244,7966.21,8159.58,16026.94,8869.72,41022.450000000004
2014-06-16,5374,675,3138,1106,17035.58,4279.5,17007.96,7885.78,46208.82
2014-06-17,7487,2573,1944,581,23733.79,16312.82,10536.48,4142.53,54725.619999999995
2014-06-18,4148,2471,2021,1058,13149.16,15666.14,10953.82,7543.54,47312.659999999996
2014-06-19,5224,3242,3696,1464,16560.08,20554.28,20032.32,10438.32,67585.0
2014-06-20,4643,2934,1376,353,14718.31,18601.56,7457.92,2516.89,43294.68
2014-06-21,4138,3685,5814,378,13117.46,23362.9,31511.88,2695.14,70687.38
2014-06-22,2448,2362,3544,1382,7760.16,14975.08,19208.48,9853.66,51797.380000000005
2014-06-23,4149,456,4123,299,13152.33,2891.04,22346.66,2131.87,40521.9
2014-06-24,7663,2307,5094,261,24291.71,14626.38,27609.48,1860.93,68388.49999999999
2014-06-25,3723,2727,4658,1820,11801.91,17289.18,25246.36,12976.6,67314.05
2014-06-26,5787,1641,471,1518,18344.79,10403.94,2552.82,10823.34,42124.89
2014-06-27,4750,2585,5090,1795,15057.5,16388.9,27587.8,12798.35,71832.55
2014-06-28,6336,3627,633,1395,20085.12,22995.18,3430.86,9946.35,56457.51
2014-06-29,4392,1097,5199,1943,13922.64,6954.98,28178.58,13853.59,62909.78999999999
2014-06-30,310,3217,3768,1844,982.7,20395.78,20422.56,13147.72,54948.76
2014-07-01,6037,3286,4817,555,19137.29,20833.24,26108.14,3957.15,70035.81999999999
2014-07-02,871,2681,1094,1784,2761.07,16997.54,5929.48,12719.92,38408.01
2014-07-03,4872,2930,4244,1607,15444.24,18576.2,23002.48,11457.91,68480.83
2014-07-04,4095,2604,664,918,12981.15,16509.36,3598.88,6545.34,39634.729999999996
2014-07-05,3953,2176,5750,1583,12531.01,13795.84,31165.0,11286.79,68778.64
2014-07-06,278,3793,3702,365,881.26,24047.62,20064.84,2602.45,47596.17
2014-07-07,7016,2819,5215,815,22240.72,17872.46,28265.3,5810.95,74189.43
2014-07-08,5897,656,1836,1138,18693.49,4159.04,9951.12,8113.94,40917.590000000004
2014-07-09,4148,2558,5153,1006,13149.16,16217.72,27929.26,7172.78,64468.92
2014-07-10,5868,2261,1532,1374,18601.56,14334.74,8303.44,9796.62,51036.36000000001
2014-07-11,3309,2522,4886,268,10489.53,15989.48,26482.12,1910.84,54871.97
2014-07-12,5772,794,5746,1341,18297.24,5033.96,31143.32,9561.33,64035.850000000006
2014-07-13,6226,2948,2977,1370,19736.42,18690.32,16135.34,9768.1,64330.18
2014-07-14,7361,2365,4953,1833,23334.37,14994.1,26845.26,13069.29,78243.01999999999
2014-07-15,3447,1477,945,936,10926.99,9364.18,5121.9,6673.68,32086.75
2014-07-16,6859,291,2651,1243,21743.03,1844.94,14368.42,8862.59,46818.979999999996
2014-07-17,5221,565,1417,963,16550.57,3582.1,7680.14,6866.19,34679.0
2014-07-18,4701,2362,4278,1174,14902.17,14975.08,23186.76,8370.62,61434.63
2014-07-19,1134,2019,3732,1128,3594.78,12800.46,20227.44,8042.64,44665.31999999999
2014-07-20,3425,2656,1524,1234,10857.25,16839.04,8260.08,8798.42,44754.79
2014-07-21,5437,2684,5913,1042,17235.29,17016.56,32048.46,7429.46,73729.77
2014-07-22,5576,1725,1631,1416,17675.92,10936.5,8840.02,10096.08,47548.520000000004
2014-07-23,7732,1446,2199,1296,24510.44,9167.64,11918.58,9240.48,54837.14
2014-07-24,3835,2196,3197,886,12156.95,13922.64,17327.74,6317.18,49724.51
2014-07-25,1424,3034,733,1541,4514.08,19235.56,3972.86,10987.33,38709.83
2014-07-26,2856,3176,5840,1193,9053.52,20135.84,31652.8,8506.09,69348.25
2014-07-27,1949,2194,5914,344,6178.33,13909.96,32053.88,2452.72,54594.89
2014-07-28,3362,1790,4652,1801,10657.54,11348.6,25213.84,12841.13,60061.10999999999
2014-07-29,7955,3975,1284,1131,25217.35,25201.5,6959.28,8064.03,65442.159999999996
2014-07-30,754,2991,591,1876,2390.18,18962.94,3203.22,13375.88,37932.22
2014-07-31,1488,1013,535,1507,4716.96,6422.42,2899.7,10744.91,24783.99
2014-08-01,6099,2765,3207,1194,19333.83,17530.1,17381.94,8513.22,62759.09
2014-08-02,985,3683,5156,1412,3122.45,23350.22,27945.52,10067.56,64485.75
2014-08-03,5307,688,801,1472,16823.19,4361.92,4341.42,10495.36,36021.89
2014-08-04,3356,457,1644,1838,10638.52,2897.38,8910.48,13104.94,35551.32
2014-08-05,7988,3301,1740,1098,25321.96,20928.34,9430.8,7828.74,63509.840000000004
2014-08-06,5406,2165,2086,1705,17137.02,13726.1,11306.12,12156.65,54325.89000000001
2014-08-07,3832,2212,1716,1454,12147.44,14024.08,9300.72,10367.02,45839.259999999995
2014-08-08,3495,1540,4921,984,11079.15,9763.6,26671.82,7015.92,54530.49
2014-08-09,5458,1941,5354,1566,17301.86,12305.94,29018.68,11165.58,69792.06
2014-08-10,5119,1276,5945,548,16227.23,8089.84,32221.9,3907.24,60446.21
2014-08-11,2870,3842,4804,1720,9097.9,24358.28,26037.68,12263.6,71757.46
2014-08-12,4537,3033,4263,934,14382.29,19229.22,23105.46,6659.42,63376.39
2014-08-13,6031,3131,5170,349,19118.27,19850.54,28021.4,2488.37,69478.57999999999
2014-08-14,5166,3803,4742,1602,16376.22,24111.02,25701.64,11422.26,77611.14
2014-08-15,3619,1686,3495,1299,11472.23,10689.24,18942.9,9261.87,50366.240000000005
2014-08-16,5000,3288,2478,1086,15850.0,20845.92,13430.76,7743.18,57869.86
2014-08-17,4150,2888,2540,1067,13155.5,18309.92,13766.8,7607.71,52839.93
2014-08-18,7559,3118,848,524,23962.03,19768.12,4596.16,3736.12,52062.43
2014-08-19,6247,867,4912,1719,19802.99,5496.78,26623.04,12256.47,64179.28
2014-08-20,4630,1933,3241,1990,14677.1,12255.22,17566.22,14188.7,58687.240000000005
2014-08-21,3357,2664,5183,765,10641.69,16889.76,28091.86,5454.45,61077.759999999995
2014-08-22,1149,3927,2854,346,3642.33,24897.18,15468.68,2466.98,46475.170000000006
2014-08-23,863,1103,3135,938,2735.71,6993.02,16991.7,6687.94,33408.37
2014-08-24,6969,1047,4101,1963,22091.73,6637.98,22227.42,13996.19,64953.32
2014-08-25,4195,1267,2942,1589,13298.15,8032.78,15945.64,11329.57,48606.14
2014-08-26,5382,2353,4110,699,17060.94,14918.02,22276.2,4983.87,59239.030000000006
2014-08-27,891,1935,3196,885,2824.47,12267.9,17322.32,6310.05,38724.74
2014-08-28,2398,3475,2908,747,7601.66,22031.5,15761.36,5326.11,50720.630000000005
2014-08-29,2170,3571,2447,537,6878.9,22640.14,13262.74,3828.81,46610.59
2014-08-31,7708,427,3960,452,24434.36,2707.18,21463.2,3222.76,51827.50000000001
2014-09-01,3889,2385,2264,607,12328.13,15120.9,12270.88,4327.91,44047.81999999999
2014-09-02,6890,1010,2673,1282,21841.3,6403.4,14487.66,9140.66,51873.020000000004
2014-09-03,6630,2372,1283,917,21017.1,15038.48,6953.86,6538.21,49547.65
2014-09-04,4149,1342,5354,1046,13152.33,8508.28,29018.68,7457.98,58137.270000000004
2014-09-05,5979,3209,3793,379,18953.43,20345.06,20558.06,2702.27,62558.82
2014-09-06,5030,3850,5484,1528,15945.1,24409.0,29723.28,10894.64,80972.02
2014-09-07,6540,3079,889,726,20731.8,19520.86,4818.38,5176.38,50247.42
2014-09-08,2277,1019,5509,1150,7218.09,6460.46,29858.78,8199.5,51736.83
2014-09-09,6233,1893,5098,679,19758.61,12001.62,27631.16,4841.27,64232.66
2014-09-10,6855,2928,3641,695,21730.35,18563.52,19734.22,4955.35,64983.439999999995
2014-09-11,2984,2122,3734,888,9459.28,13453.48,20238.28,6331.44,49482.48
2014-09-12,7722,1090,367,1703,24478.74,6910.6,1989.14,12142.39,45520.87
2014-09-13,6438,1105,3078,1465,20408.46,7005.7,16682.76,10445.45,54542.369999999995
2014-09-14,2968,3648,5243,1120,9408.56,23128.32,28417.06,7985.6,68939.54000000001
2014-09-15,5129,1498,5944,483,16258.93,9497.32,32216.48,3443.79,61416.52
2014-09-16,4454,2927,4712,865,14119.18,18557.18,25539.04,6167.45,64382.85
2014-09-17,5856,1712,2981,1389,18563.52,10854.08,16157.02,9903.57,55478.189999999995
2014-09-18,4722,872,3846,537,14968.74,5528.48,20845.32,3828.81,45171.35
2014-09-19,4031,3001,5695,1630,12778.27,19026.34,30866.9,11621.9,74293.41
2014-09-20,1610,2209,1342,1142,5103.7,14005.06,7273.64,8142.46,34524.86
2014-09-21,1238,1354,5033,1963,3924.46,8584.36,27278.86,13996.19,53783.87
2014-09-22,4809,2504,953,1792,15244.53,15875.36,5165.26,12776.96,49062.11
2014-09-23,6183,871,1313,1389,19600.11,5522.14,7116.46,9903.57,42142.28
2014-09-24,6810,774,4298,1875,21587.7,4907.16,23295.16,13368.75,63158.770000000004
2014-09-25,5806,914,2637,428,18405.02,5794.76,14292.54,3051.64,41543.96
2014-09-26,254,3421,560,1023,805.18,21689.14,3035.2,7293.99,32823.51
2014-09-27,5435,1754,3702,1378,17228.95,11120.36,20064.84,9825.14,58239.29
2014-09-28,6866,3327,5498,697,21765.22,21093.18,29799.16,4969.61,77627.17
2014-09-29,5300,2735,1019,967,16801.0,17339.9,5522.98,6894.71,46558.590000000004
2014-09-30,7987,923,2631,1475,25318.79,5851.82,14260.02,10516.75,55947.380000000005
2014-10-01,4096,674,4337,982,12984.32,4273.16,23506.54,7001.66,47765.68000000001
2014-10-02,6858,1270,5833,1094,21739.86,8051.8,31614.86,7800.22,69206.74
2014-10-03,7453,1378,3898,1282,23626.01,8736.52,21127.16,9140.66,62630.350000000006
2014-10-04,575,708,3097,655,1822.75,4488.72,16785.74,4670.15,27767.36
2014-10-05,7246,3722,947,726,22969.82,23597.48,5132.74,5176.38,56876.42
2014-10-06,6875,3630,5879,1169,21793.75,23014.2,31864.18,8334.97,85007.1
2014-10-07,6260,623,5985,553,19844.2,3949.82,32438.7,3942.89,60175.61
2014-10-08,6031,2297,2022,1997,19118.27,14562.98,10959.24,14238.61,58879.1
2014-10-09,6928,2426,5782,1951,21961.76,15380.84,31338.44,13910.63,82591.67
